"address_id","latitude","longitude","shipments"
"00762ce7-2fa0-43aa-951c-095e3b0c315d",50.885656,41.183076,5
"007639c5-9a08-4f70-a86a-820605d2b32b",51.340428,37.947889,3
"00766f41-6203-48bb-b1ef-ef4410f00c48",51.04968,39.481748,1
"0076889a-fa7c-4f5b-bba5-a0a29fb9be10",57.202234,38.218683,26
"0076d907-85d8-4bb6-9fd3-2af7a2a8042c",52.267081,39.178678,6
"00776ce0-59c2-468f-981e-936130261603",51.272882,36.820316,3
"00795df5-5fe9-4d32-baa0-ffd4d62f32b1",57.286935,37.994811,9
"0079c005-2620-4cdd-af10-1f09a1f7014a",52.861754,35.106475,6
"007a1d5c-202b-4a26-a73c-b668438dffdf",52.839122,41.230227,1
"007e9dda-3032-4773-9d60-0ada2d0b7276",57.065932,35.20238,11
"007f9f54-8300-41ed-a494-593f3b6b4572",53.960368,32.894995,6
"00825e53-9932-4bda-9701-4f031cbc9f66",52.789639,35.204958,1
"0083c8c6-16e6-4f44-a2d8-09e62c771c89",52.372314,31.941035,4
"0086d101-6af5-4084-88d3-03a0033a2602",50.936036,37.805373,3
"0087b5c7-afde-45b6-8c66-59c122ee7e6e",56.869844,33.489171,5
"00888fe8-19af-44f8-bd0f-8ecfc19b8778",50.91761,36.372455,18
"0088f9a7-ab77-42d0-93c6-67beb4728eb3",50.621765,41.392995,6
"0089b4a0-af82-4d2d-98f7-dff4f416c507",50.615117,40.94501,2
"0089cb2a-7e08-46f5-967b-216a3ada8658",50.833686,38.389823,39
"008a07d5-4edb-410a-9c3e-c068435c00d8",53.021821,34.496282,4
"008c0a5f-4e6d-4dbc-b6f1-6bbcd47acb79",57.779338,43.184152,15
"008da0f0-d708-4708-b36d-7446c1123add",55.531488,34.253756,6
"008dcd89-231a-48b3-8284-572645abc92f",56.857222,37.381791,16
"008f6e33-68f8-4158-afe9-6bebe2573470",52.567464,33.665751,2
"0090a3ea-9f0c-4096-94c3-e08e1480efcb",53.992776,33.551964,6
"00911cd9-a98f-4ef8-8aad-2d6acd506c58",58.669164,41.300138,2
"00915104-2d76-45f7-b519-4b6fa3eb7536",55.301262,31.09413,3
"009195df-79fc-4c23-aa49-1fc9b7739048",51.741797,37.89277,1
"0093aae0-92e1-46ba-8531-5ebf5011ad91",51.626612,34.359409,55
"009cb72b-abd7-4509-989b-74feaff9e049",51.249842,42.471489,4
"009cea58-243d-4850-bc7c-f8616ca9ad4d",51.087054,41.614945,8
"009cf0cc-3c92-45a1-a292-ebcbf2c6aa9a",55.325719,33.676552,51
"009d1663-bed5-4102-868b-b2f8cdc0d48a",51.719813,39.884552,23
"009d8977-779d-4d6a-991f-70b1cbba7206",56.832053,37.365128,3
"009dec32-e547-4d3f-affd-8b7280883b0f",52.807322,39.761634,10
"009eb78d-5ed2-4ee5-9498-aebb4cb960f6",51.298312,37.526262,31
"009ef1a3-4e3d-4f08-bedb-b935d5b7b4d3",50.544842,39.642559,10
"00a118e8-495b-420c-887a-dd42796501bf",57.471391,41.195114,54
"00a39458-7f15-4da6-ac47-effd7df30643",52.302297,40.472904,2
"00a45bcf-59b4-4aa2-8a34-b451e5e9a4fd",52.882307,39.566462,5
"00a517bc-329c-4ff3-aaf1-e95d05042efc",55.072408,34.425593,13
"00a54481-ecc4-4846-993d-f37f0f86164a",56.823423,39.232588,87
"00a63fd2-a986-41fd-8d5d-ef47685cdc68",51.828674,38.116416,1
"00aaaa9d-2566-4e56-8b12-04da42137fb7",53.263851,40.326347,5
"00ab76fb-88c2-4b8a-9d44-308d95cfa4d9",57.268031,39.249121,3
"00acf69a-66b3-4aef-9f6f-ce4a605b638e",53.306158,34.09388,35
"00b1b851-24de-4b61-9ae8-f5e45afce67f",52.247737,38.429993,1
"00b4b389-0191-4a18-af63-dab392a326d3",51.939242,40.207868,10
"00b6583c-7c7c-4c49-bfd9-440a4995683c",53.310276,36.123239,6
"00b685b9-be47-425a-8f9f-b980bf0fedd7",55.878924,34.352492,40
"00b689f1-ac11-4a33-8cf2-6e57057f53f8",51.687571,37.129138,22
"00b725c7-5997-4f15-a2bd-5e2d862868ac",52.414283,36.102169,10
"00b89fcf-94e6-48f2-b884-5e34a35acb66",56.924675,36.610938,4
"00b95fc2-eb3b-4018-b8ad-cac01b1c266e",52.786508,31.658769,1
"00b97d05-b98c-45e4-9072-6d6587656ced",52.228115,37.017026,6
"00ba36c3-275e-413f-bf20-5fb510be4cfd",51.304364,37.812025,21
"00bd67ff-0451-46e1-95ea-78261e0fd07b",51.44014,42.139454,1
"00bf0cce-1e18-41c6-a669-6370bdee0019",53.533853,36.16607,11
"00c266d5-42c3-4b2c-8a6a-656a7d81f1a8",58.285615,43.883412,1
"00c3ad41-6d97-4856-8de7-5104a7a29f51",51.426328,42.162874,1
"00c4893b-60f6-4a8c-a1a3-00ef3536c942",54.664513,31.795513,5
"00c5cb56-2493-4c0f-a3d6-894dd16df1d4",57.09916,32.714231,14
"00c6215c-0479-4142-b1ed-70e580d68931",52.582152,39.127891,32
"00c66d9f-19f1-4f9e-b342-14a228df0f65",53.47275,35.668954,21
"00c7d770-df5d-4a69-abe9-62156d72b557",51.254609,40.207184,1
"00c9ca71-2b1f-4e86-9723-ad0125c41396",52.314677,32.082974,8
"00ca5961-ec74-4e17-a986-16a890af2929",52.610818,39.571648,16
"00cdc94b-1224-4007-ac6f-e48bfff1a247",49.757402,39.865826,25
"00ce46d8-18c5-4898-b1fd-75119c02f293",53.020516,39.215875,16
"00ce997f-a426-46e1-ae1a-13a3ae719479",58.258101,37.141762,59
"00cfcdd1-77d8-42eb-9a75-966d97da3beb",51.920028,39.29932,15
"00d1a64c-11b2-4139-9520-40d5b8104b97",52.541615,37.490229,29
"00d39147-1ee0-4cd4-aa38-60e0ed5c7fc7",51.261052,38.656646,1
"00d4509b-02b6-49bd-8d31-c575decdfd0a",58.062245,35.130172,22
"00da9186-1fa0-4794-b88a-c7e8e9c28508",58.474125,41.646302,2
"00dd9254-7063-4dae-a8f6-43511c88837d",51.716552,39.584815,3
"00de2224-3963-4f7f-84e7-961fb43e17f3",58.86031,44.343266,54
"00e157a7-4e00-4d67-b96c-1f8ea15e0974",58.204409,42.709582,1
"00e23d49-bbb6-454e-9a24-d86c3e616e6e",56.601042,36.552205,23
"00e3afdf-ea08-4a85-84e8-3187b2c19396",50.96403,37.722661,6
"00e43660-bd1e-49eb-8f30-b1b2d2605343",52.610059,39.796438,47
"00e7cf0d-87f9-4fe1-b409-8dbe3bfa6ed1",58.320219,40.530111,439
"00e90910-c074-4c1f-be4a-4ed35b421ec1",54.535986,32.799584,27
"00e9b29a-2b31-4a28-b69d-e519ca4ab9c3",50.583403,36.41793,1
"00eb848d-d152-4197-b07b-8b9dedefcf10",52.607343,39.591075,11
"00ee083d-8799-472f-b336-907707d5b12c",52.511887,42.496011,6
"00ee9d49-e12a-449a-95ca-8e1462ce1dc7",53.259391,40.166065,1
"00eec5e6-66f4-4a2f-bbba-030fede8e680",58.991586,46.783669,58
"00efb930-1882-4797-82d1-0d0aa585fffc",51.854519,36.13241,6
"00f14184-9f8f-44cc-bcd5-0ca8259cef42",52.00908,41.688603,1
"00f182be-8b1f-4608-8f76-3afeee5d9542",52.089903,36.387035,26
"00f3d6d9-d915-4a94-97e5-45e99987e973",52.724196,41.499047,22
"00f8caae-d33d-4a73-aa63-69680298cb90",51.083239,40.201272,13
"00f9c7d9-f0b7-479b-a8f1-e34797d75742",50.651928,36.448206,2
"00ff4b3e-fe2d-4b46-a8fb-b3f9a0d8b1ad",50.697438,38.488058,43
"00ff4fdc-064e-489b-9ce7-801e388a8ce4",52.587328,31.902326,25
"00ff8a59-94a6-4176-9e6b-8d391b38e9fe",51.841311,40.816565,14
"010032a3-a06d-4f6d-8db3-ec3ccd560101",53.235905,39.987532,19
"01005c84-d2f5-4fba-98da-3a781e74d99c",53.246764,37.678988,24
"0100b434-324a-43f2-9601-df9f7272cb0c",52.919787,41.276566,3
"01026833-7a4e-4294-9125-3ef0e26ce427",58.399405,36.384105,1
"0105968d-f7d3-4e01-a3b9-4a294da896f3",51.87931,36.871963,1
"0107d1a3-eab4-4acc-8478-b794bfd14436",52.295751,38.295253,1
"0109027c-add2-433c-8c71-f3986d81ccd6",51.30573,37.946957,1
"010a0a13-d36a-4097-9ad4-9d3da7cfcb32",52.965658,35.799313,10
"010bd0e5-6528-48ba-9d12-a96636037320",57.185021,39.404939,22
"010dfe86-d7d1-4438-ae6b-de1d452bf720",52.421159,37.777134,7
"01105028-5808-451d-8621-61e1b5679c2b",55.21712,34.315079,3
"011082ec-0b2c-4b61-8d17-f3aed380ce68",54.729515,32.228156,140
"0110d7a6-1db6-4ae3-80a0-56b0dbfe7f65",51.47949,40.440315,1
"0111bbe6-c672-4681-b532-7cc6e19661de",51.03393,36.729762,4
"01137371-9868-45e3-aca3-26f4a20f9fee",52.076447,36.292145,10
"0114d6e2-2a1a-4fbd-a8a1-f14a606798e8",51.04881,39.481027,1
"01156a96-36ab-47be-a5b2-f44bdfa9caac",51.266154,38.658382,1
"0117425f-cb9b-4f9f-a7ba-4acd4c215566",51.197756,35.52295,14
"0117fd8e-d88e-45d3-8d9c-f04799d84617",50.280939,39.307242,9
"011aa727-ddb1-44ce-b17c-20c4e2e97eb6",51.818368,36.770864,65
"011b0f04-a25d-40bc-bdba-7ea72c4aa1d4",57.99217,33.920109,8
"011b1655-7b36-4b7c-91f3-c0d2272bcd5d",49.833908,39.517689,6
"011fea7e-378e-4efc-889a-929c2e21e161",49.813801,40.921095,1
"012122dd-b05b-4843-97c0-46f6ba4c6305",55.041252,32.755121,55
"01215096-9c54-4ea4-9639-c607612f21cf",55.692217,33.368536,6
"0121e9ac-de74-436c-9fad-039690b0a8ff",52.889295,36.371202,10
"01221b45-90b1-4053-b100-98c988be1788",51.32422,37.876039,5
"01243de5-f3cf-4b6b-b356-2f8f2ad1e606",57.267366,39.162316,1
"0124ef7c-8cb9-4d2e-81fa-0f81746d28e2",52.561378,33.689124,2
"01254527-8850-4467-ac1d-831f80385a7e",58.762178,42.692024,8
"0125d648-8570-48a8-aa6b-0958325941e3",56.793737,33.893716,33
"0125d765-57fc-4e81-80d0-1242a745b62f",52.660501,42.984054,60
"0125da14-ae9d-4869-957c-a27e4932c407",51.912662,38.410397,10
"0126bab8-e604-4671-b1f7-ec0d06f974dd",53.990431,33.751848,52
"012a26c4-acba-45e0-84db-122a60e09cae",52.766663,32.375654,32
"012fe4d2-9e84-4118-a211-86450d161ba7",52.105736,42.517233,50
"01306745-9e6c-4ea2-aec1-3a643980b3a9",55.276957,34.39792,5
"01326aa1-573e-4dde-ab5d-13ea486d84b7",51.215223,42.280734,37
"0134367d-6245-4661-804b-5e674aa38ac6",52.802434,31.832263,29
"0135915d-0a18-4bc8-b2f3-b4fddb502376",51.111048,37.267038,52
"01362f9c-4dd1-4905-8beb-fc277208afeb",52.966194,35.758388,4
"0137f757-9705-4cd4-8e98-13e502dbc52c",51.322443,37.935518,24
"013b0a53-4f15-4f51-9718-daa07450c663",51.828979,38.85729,14
"013c88f4-f544-4db8-8935-065b3bcea3d8",52.507092,31.993757,1
"013cd1a6-fc73-42c9-a637-acc4f53a14b2",52.035616,41.299485,29
"013f4995-41b8-4bab-882c-761f0e8f4350",58.152043,41.602265,2
"01408c71-9090-4148-83d5-38661659ae08",51.357265,37.879671,14
"01415e1b-02bd-41c5-9685-69b54f8e6baf",50.634002,38.403049,33
"0142e3ae-ae94-4b37-8265-c758f03b19c1",52.604779,39.595001,37
"01453331-e193-4704-9fb8-b548ce558084",57.373678,37.60082,12
"0145954b-472c-4151-ba79-69d513cb96c4",53.860699,32.471599,4
"0147724a-66df-43da-ac8d-b130d0d930fb",50.764635,35.716066,17
"0147efc8-6665-4ee5-9399-2f14a7adde90",51.416424,35.716776,7
"014847f0-86f6-4939-a123-df10b5d64459",51.438839,36.757591,16
"014a042e-b452-4fec-bbf6-1bcdaa10be9c",57.932317,41.912918,16
"014c31f0-a716-4e33-a808-43db51a49fa7",50.93523,37.801553,13
"014cee4c-4046-4e14-a9bf-c6d01dd3a096",52.139843,42.719946,9
"014fa569-3007-44c0-ac33-cd13e896f044",58.287726,43.867239,5
"0151dea4-759e-49fa-9952-16bbfdb2089b",50.660824,36.734163,49
"01529f6b-d30d-49c4-b0ed-e5f70ed9f6cf",52.868226,35.279733,1
"0155d009-1c2a-4aae-86ed-42b14af11fd2",52.770562,34.948424,18
"0155d0e6-c760-4179-9618-a88e22eec6a7",52.133256,41.729709,1
"0157f17b-a92e-4e55-949f-d44426aced44",57.581703,34.832675,25
"0158659f-d21f-4549-a637-6e76a96b478e",54.817279,32.107888,6
"0159607c-487f-4e3e-a13c-49c82497f4da",51.308067,37.805475,7
"0159fdab-7249-483a-a635-9baa8b52895d",51.938011,39.348917,32
"015a8e8f-d20a-47d0-b76c-37a9bf3c0a87",52.376553,35.677722,1
"015b92cd-15ef-4072-8fdc-fa84a51556db",51.43078,41.954177,18
"015de9f7-e92b-4c71-93e6-3629fd16b7fd",52.933865,35.150943,1
"015e1382-67df-4b39-a8cd-09aec84c9330",54.693118,31.087612,3
"015e4ec2-d700-4743-8728-db23773a6667",57.049238,32.715857,2
"015f3fb9-5149-4766-b17c-dc9c8f463255",57.333941,36.355657,32
"016103aa-109d-48bb-aa31-c1eb3c9ee2e4",58.323193,44.33888,3
"0162e213-51e0-4e29-9003-d2b749b3d351",51.528954,38.046082,5
"01654bcd-2f40-4622-bf96-3b1672527308",52.224581,32.061951,1
"01659577-0179-4a0a-a760-834edd377720",56.646289,32.274271,22
"0165b754-e433-42b1-9dbe-174f6c253947",52.667278,41.091201,1
"0169110f-07f2-4db3-9dbf-bd306445f130",53.154559,33.073708,5
"016e3b5f-c90a-44ca-931d-50ece4c12919",55.110815,32.33412,1
"016f33a6-5300-4c32-be19-70e16382b0c9",50.14346,38.458752,9
"0172352f-4563-4167-b256-604a53d29065",52.138872,35.923128,4
"01724c55-1ad5-415e-874c-1a53102fd55c",56.742061,39.292051,17
"0172c0a9-3b11-437e-8314-bbc6ff93bf16",56.920816,33.457773,21
"017460c7-3e6c-4c60-a9bd-33b87a00e1ae",51.783135,39.541229,43
"01759938-6914-41ab-99e7-89897e6c3bf1",50.735291,37.944864,10
"017607b9-1df9-4642-8eb7-9386e8a00603",50.432374,41.032182,84
"0176fcbc-bcc9-42d4-833b-93afeb37cfda",50.821464,37.177137,307
"0177dc3c-be95-462e-8505-3fc6f4507e6a",58.676729,39.361623,46
"0179f8b4-b0a3-4e5d-9e44-617e9916ac14",51.394933,34.478272,10
"017c5b7e-9e5e-4497-876b-31702a7b870f",54.914537,33.308796,13
"017d5205-22d5-4c5c-ac64-0ad596a9ec5b",55.828861,34.313742,60
"017e2199-b26b-44bb-8857-98042914e638",57.602064,38.486714,10
"017f3593-7cc4-4885-9a74-5bdd0468e610",52.504491,39.966801,3
"017fe7b3-9f56-467b-9fbd-aa29ae8b06cd",54.000679,33.141992,5
"018208d1-cd55-414e-a8f1-b6f05cfca335",52.762439,32.287152,3
"018292cf-e3f5-45ae-a3a9-e8447fbae65a",51.269288,38.653932,1
"0183d3cf-48bc-4404-840b-48946d02234f",50.562069,35.545445,16
"0186eccb-3db5-4ac2-a348-16c35b785793",52.76525,42.250265,7
"018856fd-2443-4dee-b8cc-b1288710a7b2",54.858172,31.509287,27
"018985d7-e3b9-42ce-99a1-09c711e4d521",51.716954,39.884949,23
"0189d28c-cde3-4750-af0b-1606ef5450c1",51.740655,41.581173,50
"018a0afd-3ec7-4cfe-9f6c-c10babba0787",51.046208,35.70976,2
"018a38b0-b95a-4802-b76a-3c4353aafa9b",55.147619,32.991041,11
"018c2e8e-b985-4bdd-9936-4db59c4d3094",57.413012,40.68165,1
"018e6f7e-1f30-4a95-816f-3cb42b928346",52.73366,41.326771,1
"018f85c1-d416-4204-ad37-1c6149588ad6",51.12266,40.745447,6
"0194c02d-4370-437f-bcc2-496318e94909",51.827292,38.13518,1
"019775dc-9863-4e78-ab59-55b804a1d417",52.402793,38.936952,27
"0198baa9-f3c0-4544-ab1e-4ac04cc67b42",57.362687,39.147783,35
"019c83f5-df6d-4fac-9d49-ae0bb56c1ed0",51.564384,34.687099,21
"019d3671-fb87-42d1-b7b5-cb3b393ac499",52.644538,38.523621,96
"019e5049-ae8d-4cbe-9c82-fe3ece4567cd",51.27793,37.838975,3
"019f8514-5acc-44ac-be7d-f44a5b2a2ceb",52.086698,36.38032,4
"01a13533-0881-4981-b6e0-439267f339c5",52.321464,42.474776,35
"01a3d171-63a4-43cf-9960-fb537df5b21a",50.635921,36.127461,22
"01a48032-1f50-4e67-a016-67f390719cac",53.447409,41.468156,85
"01a6602d-2711-487a-8a08-5bd02b95f74b",52.621139,36.756265,1
"01a6d381-b152-4d22-89fb-c53f9aefd139",52.643167,38.561197,90
"01a7016a-de75-4fa8-93ed-694f224722a4",56.819287,33.208036,1
"01a823f1-a8f7-4a3e-955a-e8a5d1a4a60a",50.427118,41.019413,96
"01a8c22b-f3e0-4d73-9b79-1e223ffafee5",52.289777,39.168873,64
"01a944f5-9712-47e9-b299-4ea797c41197",51.860645,36.28413,7
"01ac7fef-8a0d-45f5-abc5-f6fbd8492cfc",49.919191,38.924659,16
"01af72f5-d7ea-429e-9fc5-3119b7514027",51.092893,38.374577,44
"01afbd25-f4c9-478b-b900-d6492d77f899",57.812406,41.015175,23
"01b00d15-58ce-4217-a829-97ed043e2ee0",52.86062,35.085775,2
"01b0a1ca-1efe-487a-b033-167be9b14dd9",57.674858,33.430868,3
"01b10d59-110d-45d4-bd18-c5945bb3c740",57.116742,37.723692,5
"01b1a095-be39-4881-a8ea-23ad80b0efde",50.925716,38.911089,35
"01b4366b-0352-475a-9ee4-e5350de5bd32",51.818921,36.205527,56
"01b4e381-639d-46b6-9ffd-61cb82a33e8b",51.603685,35.645086,3
"01b7bb16-607e-4036-875c-e2f14203c45d",57.270742,39.163016,1
"01b7f495-b755-4d13-969b-514d6f92f709",55.101346,31.191336,11
"01ba637e-6667-49c8-9da0-b46cd5a67421",51.732549,37.842846,1
"01bbe18e-c726-4693-85c8-a42d445f3884",53.039855,40.076954,13
"01bd573d-ba68-4a1e-91ed-eca289b1d3ea",57.035075,34.150503,2
"01bdef25-55ae-4edb-928f-cc5828417d05",53.254129,39.172191,148
"01be8abf-5e98-4539-9767-045f95865499",57.982475,34.038095,7
"01befefc-fa74-4f7c-9bea-f8def992875b",58.829269,44.329643,7
"01c09f2c-91e4-4c6f-852c-ee898dd560dc",52.656003,39.627567,6
"01c2dc68-7df0-49db-b5eb-5703a32616e2",51.827543,38.131851,1
"01c40342-31ea-4f2f-8aba-1dc51a93a0ab",51.572462,40.379767,1
"01c4a6d3-a681-4457-82c2-1e50fe2719c3",50.96026,38.558355,9
"01c4e076-5390-4198-99e9-e9d8266254e9",53.336922,35.80109,5
"01c8a5b1-28eb-4509-9dc0-13b555beff85",51.195629,36.317701,8
"01c9ae67-fe3e-41e2-9434-983b3232b80c",52.909757,35.378425,1
"01c9d262-1cc4-4820-ae7d-bd257de1b332",58.340443,45.182718,12
"01ca58dc-efe7-4fbb-a819-c5f32660fd5e",57.749914,40.368458,65
"01cb3f47-5c4d-4c2a-9d20-25b39dfa4d7f",53.858658,32.575271,3
"01cd0dce-d728-44a9-b0c1-97846add5727",55.524334,33.775994,15
"01cf585b-1c15-436d-a87b-8ea0c6720075",51.068418,39.469836,1
"01d1e40a-f5a3-426b-87c7-5c858169752e",50.942659,38.634621,7
"01d2f652-4706-463d-aeae-ee382c464aba",51.978309,39.395048,4
"01d57859-8348-442c-b6e9-e5b407c566ac",54.786386,32.089304,35
"01d669b6-8d1c-4521-9a6f-2ead02cdb775",51.622839,38.618946,25
"01d9b540-303b-41e4-a5d9-c1af3d7288bc",51.400421,38.466707,9
"01db96ea-76bf-4382-a0b6-af096f423529",51.041269,36.749078,1
"01de2cee-3278-49b5-b142-a78e4201cc35",57.199477,39.452882,74
"01de6cb3-9eff-480c-bbc2-e5cc56fc48c2",56.985487,36.16252,4
"01df1d3f-3fac-4ce3-9ff2-523e47662eb5",57.809526,41.007331,40
"01e06a50-c237-4339-9439-635601648733",54.947191,33.285513,9
"01e0dd27-99e5-4a9e-add9-068ae787f308",58.483525,41.625968,43
"01e16f51-0eee-4c08-b932-3018be36c44e",50.876106,40.48785,50
"01e2db03-425c-44b6-bd1e-9d9871767426",50.898445,39.286828,41
"01e34d29-5bf5-48e5-8a9c-8f74ac0e4f88",52.525768,40.026868,1
"01e38231-02df-42ce-a345-20224a1ae28a",51.739076,39.068765,100
"01e51cea-66e8-428c-96b9-1848e108e59e",58.290951,38.869665,19
"01e6575a-dbfd-4fb5-9ee7-c743106bfbae",51.577583,34.67768,31
"01e6ed7e-0f90-4553-9e56-b15a01d1a9e7",53.156893,40.319352,2
"01e94426-bb5d-4491-b18e-3fe51643960e",52.127937,42.169385,2
"01ef6e5a-20a8-460b-b78c-268ea57d4f0d",52.063883,37.33857,2
"01f2583f-303b-4abb-94d0-1dcf71fc9c1d",52.571757,36.786576,12
"01f303ef-7453-4c1e-9192-fa76bbe50f01",51.63294,35.266584,26
"01f34f23-d218-4ca1-89d5-1f929cf0b175",51.327923,39.207538,88
"01f44992-da89-48fb-9c3e-bb02499a8341",51.316425,37.956509,15
"01f5baca-285a-406c-b2a8-9ccf867c9803",51.454232,41.937264,50
